input 0, model gemma3:4b, multimodal True, temp 0, question_time 5.0179431438446045, answer /gpt-mission-planner/app/gpt_outputs/tmpqj3t0mk4, ret 5.364554405212402, answer /gpt-mission-planner/app/gpt_outputs/tmpsd_9yoga, ret 5.73991322517395, answer /gpt-mission-planner/app/gpt_outputs/tmp_08pj6tx, ret 5.761718034744263, answer /gpt-mission-planner/app/gpt_outputs/tmpsvlwd_0m, ret 1.2565727233886719, answer /gpt-mission-planner/app/gpt_outputs/tmphp2mr3f_, ret 1.0821406841278076, answer /gpt-mission-planner/app/gpt_outputs/tmprx3rfd2i, ret 0.9518718719482422, answer /gpt-mission-planner/app/gpt_outputs/tmpy6198nlf, ret 0.4638633728027344, answer /gpt-mission-planner/app/gpt_outputs/tmpctp9x8d8, ret 0.6822960376739502, answer /gpt-mission-planner/app/gpt_outputs/tmpdwb117l3, ret 0.6032845973968506, answer /gpt-mission-planner/app/gpt_outputs/tmpvgi08pp5, ret 0.8664243221282959, answer /gpt-mission-planner/app/gpt_outputs/tmpgrpwz_bk, succ False
input 3, model gemma3:4b, multimodal True, temp 0.5, question_time 5.775224685668945, answer /gpt-mission-planner/app/gpt_outputs/tmp65kwd4qb, ret 4.803793907165527, answer /gpt-mission-planner/app/gpt_outputs/tmp1unz14za, ret 4.971060752868652, answer /gpt-mission-planner/app/gpt_outputs/tmp5gv9v1iz, ret 5.266084671020508, answer /gpt-mission-planner/app/gpt_outputs/tmprvo0qqyj, ret 4.940493583679199, answer /gpt-mission-planner/app/gpt_outputs/tmpvh5hxspl, ret 4.885425806045532, answer /gpt-mission-planner/app/gpt_outputs/tmppdn0ce7l, ret 5.141000747680664, answer /gpt-mission-planner/app/gpt_outputs/tmp5o36_fc6, ret 5.080004692077637, answer /gpt-mission-planner/app/gpt_outputs/tmpwkyiy7cg, ret 5.240389823913574, answer /gpt-mission-planner/app/gpt_outputs/tmp_6pzqf0e, ret 5.29534387588501, answer /gpt-mission-planner/app/gpt_outputs/tmp9xro9qqf, ret 5.615321636199951, answer /gpt-mission-planner/app/gpt_outputs/tmp3nesnz6d, succ False
input 4, model gemma3:4b, multimodal True, temp 0.5, question_time 4.393163681030273, answer /gpt-mission-planner/app/gpt_outputs/tmpif883rro, ret 4.719217300415039, answer /gpt-mission-planner/app/gpt_outputs/tmp94c16ns4, ret 4.200432777404785, answer /gpt-mission-planner/app/gpt_outputs/tmppbuqvlvn, ret 2.394040822982788, answer /gpt-mission-planner/app/gpt_outputs/tmpk0zpinql, ret 1.9597296714782715, answer /gpt-mission-planner/app/gpt_outputs/tmp1xkzjbjf, ret 2.1318366527557373, answer /gpt-mission-planner/app/gpt_outputs/tmpwqc2lu27, ret 0.9863495826721191, answer /gpt-mission-planner/app/gpt_outputs/tmp64eo9jxp, ret 1.6788787841796875, answer /gpt-mission-planner/app/gpt_outputs/tmpqkuzztw6, ret 1.214982271194458, answer /gpt-mission-planner/app/gpt_outputs/tmpxjjgs8e_, ret 1.1607766151428223, answer /gpt-mission-planner/app/gpt_outputs/tmptohwc0r0, ret 1.1504895687103271, answer /gpt-mission-planner/app/gpt_outputs/tmp0acfl85z, succ False
input 5, model gemma3:4b, multimodal True, temp 0.5, question_time 4.3209614753723145, answer /gpt-mission-planner/app/gpt_outputs/tmpda_5376e, ret 4.673826456069946, answer /gpt-mission-planner/app/gpt_outputs/tmp2_58dxuv, ret 5.11059308052063, answer /gpt-mission-planner/app/gpt_outputs/tmp20qx89wp, ret 5.131951808929443, answer /gpt-mission-planner/app/gpt_outputs/tmpz3o4t9kb, ret 5.378305673599243, answer /gpt-mission-planner/app/gpt_outputs/tmptdjixgr1, ret 5.163620948791504, answer /gpt-mission-planner/app/gpt_outputs/tmpuz6mq6uv, ret 5.206093072891235, answer /gpt-mission-planner/app/gpt_outputs/tmpz0e69ph8, ret 5.513188123703003, answer /gpt-mission-planner/app/gpt_outputs/tmpy2jkv_wm, ret 5.7001800537109375, answer /gpt-mission-planner/app/gpt_outputs/tmppqaxjbb_, ret 3.2356200218200684, answer /gpt-mission-planner/app/gpt_outputs/tmpb3w3n04m, ret 2.601128339767456, answer /gpt-mission-planner/app/gpt_outputs/tmpdxx36wmh, succ False
input 6, model gemma3:4b, multimodal True, temp 0.5, question_time 8.358287811279297, answer /gpt-mission-planner/app/gpt_outputs/tmp7s37or1m, ret 6.86627459526062, answer /gpt-mission-planner/app/gpt_outputs/tmpxnhzm0sn, ret 6.578495979309082, answer /gpt-mission-planner/app/gpt_outputs/tmp6csauuxa, ret 6.787602663040161, answer /gpt-mission-planner/app/gpt_outputs/tmpq_766r1_, ret 6.87394905090332, answer /gpt-mission-planner/app/gpt_outputs/tmpehr176gd, ret 6.69220757484436, answer /gpt-mission-planner/app/gpt_outputs/tmp7k94yuq7, ret 7.118166208267212, answer /gpt-mission-planner/app/gpt_outputs/tmp4r622pdm, ret 7.22507643699646, answer /gpt-mission-planner/app/gpt_outputs/tmp3kzaes9x, ret 7.213779926300049, answer /gpt-mission-planner/app/gpt_outputs/tmp31fpb5r1, ret 7.20130181312561, answer /gpt-mission-planner/app/gpt_outputs/tmppja3p3pv, ret 7.21383261680603, answer /gpt-mission-planner/app/gpt_outputs/tmpha86aitv, succ False
input 7, model gemma3:4b, multimodal True, temp 0.5, question_time 6.087649583816528, answer /gpt-mission-planner/app/gpt_outputs/tmp2694669t, ret 5.094566822052002, answer /gpt-mission-planner/app/gpt_outputs/tmp_771d111, ret 5.338658571243286, answer /gpt-mission-planner/app/gpt_outputs/tmps2fq_f67, ret 5.484853267669678, answer /gpt-mission-planner/app/gpt_outputs/tmp7nci_qeq, ret 5.295268297195435, answer /gpt-mission-planner/app/gpt_outputs/tmpnyexvwzq, ret 5.130366802215576, answer /gpt-mission-planner/app/gpt_outputs/tmpmw8xk7xn, ret 5.003775119781494, answer /gpt-mission-planner/app/gpt_outputs/tmpq047fxqq, ret 5.489365339279175, answer /gpt-mission-planner/app/gpt_outputs/tmpz8bb41xm, ret 5.261336803436279, answer /gpt-mission-planner/app/gpt_outputs/tmpxthofypc, ret 5.045210838317871, answer /gpt-mission-planner/app/gpt_outputs/tmpsygpjnvq, ret 5.652846336364746, answer /gpt-mission-planner/app/gpt_outputs/tmpvrlbgswc, succ False
input 8, model gemma3:4b, multimodal True, temp 0.5, question_time 17.99845576286316, answer /gpt-mission-planner/app/gpt_outputs/tmp03zzu5up, ret 6.040433168411255, answer /gpt-mission-planner/app/gpt_outputs/tmp9r7zhuvz, ret 3.236438035964966, answer /gpt-mission-planner/app/gpt_outputs/tmplqrx_rpw, ret 2.70400071144104, answer /gpt-mission-planner/app/gpt_outputs/tmpt0qr9sin, ret 2.998325824737549, answer /gpt-mission-planner/app/gpt_outputs/tmp1w8mccrm, ret 2.994736433029175, answer /gpt-mission-planner/app/gpt_outputs/tmpofvbqza4, ret 3.7636613845825195, answer /gpt-mission-planner/app/gpt_outputs/tmpq9vxuee6, ret 3.5152831077575684, answer /gpt-mission-planner/app/gpt_outputs/tmpwaijajuf, ret 3.5601367950439453, answer /gpt-mission-planner/app/gpt_outputs/tmp89ipgcuj, ret 3.651324510574341, answer /gpt-mission-planner/app/gpt_outputs/tmpphzbjcxy, ret 3.6412856578826904, answer /gpt-mission-planner/app/gpt_outputs/tmp5qv3o3a2, succ False
input 9, model gemma3:4b, multimodal True, temp 0.5, question_time 4.188078165054321, answer /gpt-mission-planner/app/gpt_outputs/tmp_y_u1r4o, ret 5.0819621086120605, answer /gpt-mission-planner/app/gpt_outputs/tmpo93vlhkf, ret 5.160478591918945, answer /gpt-mission-planner/app/gpt_outputs/tmphyz_oq4g, ret 4.881108283996582, answer /gpt-mission-planner/app/gpt_outputs/tmpdyaixuax, ret 3.483816623687744, answer /gpt-mission-planner/app/gpt_outputs/tmptqq68es9, ret 3.2844836711883545, answer /gpt-mission-planner/app/gpt_outputs/tmp4ql4l03i, ret 2.601161003112793, answer /gpt-mission-planner/app/gpt_outputs/tmppyhzseuf, ret 2.0376291275024414, answer /gpt-mission-planner/app/gpt_outputs/tmpg1vuqlnt, ret 1.8003425598144531, answer /gpt-mission-planner/app/gpt_outputs/tmpzkof_4ym, ret 1.782759428024292, answer /gpt-mission-planner/app/gpt_outputs/tmpfwnjan6v, ret 2.137497663497925, answer /gpt-mission-planner/app/gpt_outputs/tmp_67xkbfv, succ False
input 10, model gemma3:4b, multimodal True, temp 0.5, question_time 9.763333082199097, answer /gpt-mission-planner/app/gpt_outputs/tmp2nmqsez5, ret 10.446434259414673, answer /gpt-mission-planner/app/gpt_outputs/tmp87tdysl7, ret 8.687532901763916, answer /gpt-mission-planner/app/gpt_outputs/tmpae2m12wt, ret 8.235673189163208, answer /gpt-mission-planner/app/gpt_outputs/tmp5el2rz9f, ret 8.218849182128906, answer /gpt-mission-planner/app/gpt_outputs/tmpmi5o2ps_, ret 3.4721720218658447, answer /gpt-mission-planner/app/gpt_outputs/tmp9c3stk_p, ret 5.883105754852295, answer /gpt-mission-planner/app/gpt_outputs/tmpyfygvaiv, ret 5.954564571380615, answer /gpt-mission-planner/app/gpt_outputs/tmp802c5u6j, ret 4.7917540073394775, answer /gpt-mission-planner/app/gpt_outputs/tmp4_gwg8m1, ret 5.570227384567261, answer /gpt-mission-planner/app/gpt_outputs/tmp_q6wyjf_, ret 5.318005323410034, answer /gpt-mission-planner/app/gpt_outputs/tmpy2fr27cz, succ False
input 0, model gemma3:4b, multimodal True, temp 0.75, question_time 10.409149885177612, answer /gpt-mission-planner/app/gpt_outputs/tmp2jfg64v0, ret 8.351106643676758, answer /gpt-mission-planner/app/gpt_outputs/tmpj2f1tjso, ret 8.260570526123047, answer /gpt-mission-planner/app/gpt_outputs/tmpyeqa2bp9, ret 8.717238426208496, answer /gpt-mission-planner/app/gpt_outputs/tmptjrsgkrl, ret 8.59977912902832, answer /gpt-mission-planner/app/gpt_outputs/tmpqhfpj7uq, ret 2.787792205810547, answer /gpt-mission-planner/app/gpt_outputs/tmpgp60yn_w, ret 1.338395595550537, answer /gpt-mission-planner/app/gpt_outputs/tmp71pdei07, ret 1.2259690761566162, answer /gpt-mission-planner/app/gpt_outputs/tmpl6aulgle, ret 1.184995174407959, answer /gpt-mission-planner/app/gpt_outputs/tmp4phnxkys, ret 1.1115844249725342, answer /gpt-mission-planner/app/gpt_outputs/tmpe_3di5z2, ret 1.2310435771942139, answer /gpt-mission-planner/app/gpt_outputs/tmpszpmdzfz, succ False
input 1, model gemma3:4b, multimodal True, temp 0.75, question_time 6.149897813796997, answer /gpt-mission-planner/app/gpt_outputs/tmp30umevl6, ret 4.267518043518066, answer /gpt-mission-planner/app/gpt_outputs/tmpqbe39x48, ret 4.713999271392822, answer /gpt-mission-planner/app/gpt_outputs/tmpbrhhk_n1, ret 4.8708882331848145, answer /gpt-mission-planner/app/gpt_outputs/tmppv6_c5rw, ret 4.99902606010437, answer /gpt-mission-planner/app/gpt_outputs/tmpptu3vbs5, ret 4.839401483535767, answer /gpt-mission-planner/app/gpt_outputs/tmp8tqtkivb, ret 4.704332113265991, answer /gpt-mission-planner/app/gpt_outputs/tmpg3hozw_u, ret 4.876825332641602, answer /gpt-mission-planner/app/gpt_outputs/tmplm36684t, ret 4.2407612800598145, answer /gpt-mission-planner/app/gpt_outputs/tmpe2zt70ah, ret 4.092902660369873, answer /gpt-mission-planner/app/gpt_outputs/tmp7svq7zdm, ret 3.8395912647247314, answer /gpt-mission-planner/app/gpt_outputs/tmpfunj4gpg, succ False
input 2, model gemma3:4b, multimodal True, temp 0.75, question_time 15.143602132797241, answer /gpt-mission-planner/app/gpt_outputs/tmpptkqqgyg, ret 8.04840087890625, answer /gpt-mission-planner/app/gpt_outputs/tmps7jwf755, ret 7.1511313915252686, answer /gpt-mission-planner/app/gpt_outputs/tmpa8bgatlu, ret 7.226864576339722, answer /gpt-mission-planner/app/gpt_outputs/tmp9ejk0qf6, ret 6.610802888870239, answer /gpt-mission-planner/app/gpt_outputs/tmpq75fichr, ret 6.985767602920532, answer /gpt-mission-planner/app/gpt_outputs/tmpx_na6lhq, ret 7.200610637664795, answer /gpt-mission-planner/app/gpt_outputs/tmp14mn_inb, ret 7.178678512573242, answer /gpt-mission-planner/app/gpt_outputs/tmpjobjms8_, ret 7.447995185852051, answer /gpt-mission-planner/app/gpt_outputs/tmprnbzxiv5, ret 7.119554042816162, answer /gpt-mission-planner/app/gpt_outputs/tmpew_yiiy_, ret 7.162685394287109, answer /gpt-mission-planner/app/gpt_outputs/tmpgka8wama, succ False
input 3, model gemma3:4b, multimodal True, temp 0.75, question_time 5.73836874961853, answer /gpt-mission-planner/app/gpt_outputs/tmp_w6fzsom, ret 4.275288105010986, answer /gpt-mission-planner/app/gpt_outputs/tmpq20_4jb7, ret 4.171017646789551, answer /gpt-mission-planner/app/gpt_outputs/tmppwx6oqug, ret 4.1033570766448975, answer /gpt-mission-planner/app/gpt_outputs/tmpnmwwr4t6, ret 4.503194570541382, answer /gpt-mission-planner/app/gpt_outputs/tmpoxjogzd1, ret 4.47946310043335, answer /gpt-mission-planner/app/gpt_outputs/tmp51jzltaq, ret 4.471766710281372, answer /gpt-mission-planner/app/gpt_outputs/tmpcs1_5ugu, ret 4.450195550918579, answer /gpt-mission-planner/app/gpt_outputs/tmp7i6n6i3i, ret 4.4577250480651855, answer /gpt-mission-planner/app/gpt_outputs/tmpc2_snupb, ret 4.360646724700928, answer /gpt-mission-planner/app/gpt_outputs/tmphvy77gqa, ret 4.506155490875244, answer /gpt-mission-planner/app/gpt_outputs/tmpvt4nt86o, succ False
input 4, model gemma3:4b, multimodal True, temp 0.75, question_time 5.4747700691223145, answer /gpt-mission-planner/app/gpt_outputs/tmppg2eqmxm, ret 5.696306943893433, answer /gpt-mission-planner/app/gpt_outputs/tmpr3c006v5, ret 6.22931694984436, answer /gpt-mission-planner/app/gpt_outputs/tmpt52p4m2a, ret 6.896353244781494, answer /gpt-mission-planner/app/gpt_outputs/tmpvto92ndf, ret 6.4932801723480225, answer /gpt-mission-planner/app/gpt_outputs/tmpbjxlf9md, ret 2.040975332260132, answer /gpt-mission-planner/app/gpt_outputs/tmp_gzmpzi8, ret 6.238356828689575, answer /gpt-mission-planner/app/gpt_outputs/tmp7_j6j_xf, ret 6.573880672454834, answer /gpt-mission-planner/app/gpt_outputs/tmpgioklxpr, ret 2.391902446746826, answer /gpt-mission-planner/app/gpt_outputs/tmpcmrymgxe, ret 2.370537281036377, answer /gpt-mission-planner/app/gpt_outputs/tmpgfsmsp4k, ret 2.6263039112091064, answer /gpt-mission-planner/app/gpt_outputs/tmp1w426lny, succ False
input 5, model gemma3:4b, multimodal True, temp 0.75, question_time 6.774324893951416, answer /gpt-mission-planner/app/gpt_outputs/tmp_ao723fc, ret 7.266167163848877, answer /gpt-mission-planner/app/gpt_outputs/tmpywf3ne8p, ret 7.7716710567474365, answer /gpt-mission-planner/app/gpt_outputs/tmpdwqzr0i0, ret 7.944726943969727, answer /gpt-mission-planner/app/gpt_outputs/tmp_dqo80_4, ret 7.992348670959473, answer /gpt-mission-planner/app/gpt_outputs/tmpjxg8m48u, ret 8.267553806304932, answer /gpt-mission-planner/app/gpt_outputs/tmpaswkd059, ret 7.9432337284088135, answer /gpt-mission-planner/app/gpt_outputs/tmppln54tn5, ret 8.030179262161255, answer /gpt-mission-planner/app/gpt_outputs/tmpbzhwcroe, ret 8.482370615005493, answer /gpt-mission-planner/app/gpt_outputs/tmpudr8a9ol, ret 2.4005205631256104, answer /gpt-mission-planner/app/gpt_outputs/tmpr3k4kp4k, ret 3.4117188453674316, answer /gpt-mission-planner/app/gpt_outputs/tmpy2yetgu3, succ False
input 6, model gemma3:4b, multimodal True, temp 0.75, question_time 7.017656087875366, answer /gpt-mission-planner/app/gpt_outputs/tmpmzkzefot, ret 5.542994260787964, answer /gpt-mission-planner/app/gpt_outputs/tmp5vslmuio, ret 5.661816120147705, answer /gpt-mission-planner/app/gpt_outputs/tmpqabmhoo_, ret 5.319135665893555, answer /gpt-mission-planner/app/gpt_outputs/tmpe4pcbrt6, ret 6.067805528640747, answer /gpt-mission-planner/app/gpt_outputs/tmp3gxu1058, ret 5.81307578086853, answer /gpt-mission-planner/app/gpt_outputs/tmpruxjazsn, ret 2.4965953826904297, answer /gpt-mission-planner/app/gpt_outputs/tmp0vd49gq3, ret 2.155292272567749, answer /gpt-mission-planner/app/gpt_outputs/tmp_low9hew, ret 3.0493226051330566, answer /gpt-mission-planner/app/gpt_outputs/tmpocff7pb6, ret 2.6688413619995117, answer /gpt-mission-planner/app/gpt_outputs/tmpp3unh3a1, ret 2.704228639602661, answer /gpt-mission-planner/app/gpt_outputs/tmp74fnt8ou, succ False
input 7, model gemma3:4b, multimodal True, temp 0.75, question_time 4.080904960632324, answer /gpt-mission-planner/app/gpt_outputs/tmphbl010x6, ret 2.692228078842163, answer /gpt-mission-planner/app/gpt_outputs/tmpmd_ud5_d, ret 2.6517395973205566, answer /gpt-mission-planner/app/gpt_outputs/tmpxggy7mrb, ret 2.6563262939453125, answer /gpt-mission-planner/app/gpt_outputs/tmpqfupd_wi, ret 2.472550868988037, answer /gpt-mission-planner/app/gpt_outputs/tmp0ic0qx58, ret 2.388169288635254, answer /gpt-mission-planner/app/gpt_outputs/tmp0fvpvbry, ret 2.9999871253967285, answer /gpt-mission-planner/app/gpt_outputs/tmpjf1ldisx, ret 3.05478835105896, answer /gpt-mission-planner/app/gpt_outputs/tmpozsh77c5, ret 3.1023075580596924, answer /gpt-mission-planner/app/gpt_outputs/tmpzq5_g_dz, ret 3.144984483718872, answer /gpt-mission-planner/app/gpt_outputs/tmpgismg4cq, ret 3.081874132156372, answer /gpt-mission-planner/app/gpt_outputs/tmpy5i267bz, succ False
input 8, model gemma3:4b, multimodal True, temp 0.75, question_time 15.604438304901123, answer /gpt-mission-planner/app/gpt_outputs/tmpiw8ji4av, ret 7.373003721237183, answer /gpt-mission-planner/app/gpt_outputs/tmp6t7i83mn, ret 5.380602836608887, answer /gpt-mission-planner/app/gpt_outputs/tmpx8ucf6gw, ret 5.479738712310791, answer /gpt-mission-planner/app/gpt_outputs/tmp9_xzf2a2, ret 6.035801410675049, answer /gpt-mission-planner/app/gpt_outputs/tmpz8zt7_ta, ret 5.719465255737305, answer /gpt-mission-planner/app/gpt_outputs/tmpzul6nsec, ret 5.72986102104187, answer /gpt-mission-planner/app/gpt_outputs/tmprshz338d, ret 5.671214580535889, answer /gpt-mission-planner/app/gpt_outputs/tmpafcvmduv, ret 5.948309421539307, answer /gpt-mission-planner/app/gpt_outputs/tmp2_gp8_wj, ret 5.770402431488037, answer /gpt-mission-planner/app/gpt_outputs/tmp_dxc1wqi, ret 5.810480833053589, answer /gpt-mission-planner/app/gpt_outputs/tmpdwrkps36, succ False
input 9, model gemma3:4b, multimodal True, temp 0.75, question_time 3.870817184448242, answer /gpt-mission-planner/app/gpt_outputs/tmpgjfdmbgv, ret 4.449121475219727, answer /gpt-mission-planner/app/gpt_outputs/tmpvkluqa0q, ret 4.480107545852661, answer /gpt-mission-planner/app/gpt_outputs/tmp_2t1eerl, ret 4.54010796546936, answer /gpt-mission-planner/app/gpt_outputs/tmpjs6xirfq, ret 4.730287551879883, answer /gpt-mission-planner/app/gpt_outputs/tmp4audt3g9, ret 4.879307270050049, answer /gpt-mission-planner/app/gpt_outputs/tmpr97rvgyu, ret 5.078638315200806, answer /gpt-mission-planner/app/gpt_outputs/tmpueecgezg, ret 5.23371696472168, answer /gpt-mission-planner/app/gpt_outputs/tmpbzsx24dc, ret 5.684148788452148, answer /gpt-mission-planner/app/gpt_outputs/tmpdf662niw, ret 5.905888080596924, answer /gpt-mission-planner/app/gpt_outputs/tmp47peqn_l, ret 6.4754698276519775, answer /gpt-mission-planner/app/gpt_outputs/tmpuhc3xr60, succ False
input 10, model gemma3:4b, multimodal True, temp 0.75, question_time 10.096012353897095, answer /gpt-mission-planner/app/gpt_outputs/tmpey4v6c53, ret 10.094735383987427, answer /gpt-mission-planner/app/gpt_outputs/tmp6kab0ich, ret 5.582844257354736, answer /gpt-mission-planner/app/gpt_outputs/tmpozo5o01_, ret 3.7024457454681396, answer /gpt-mission-planner/app/gpt_outputs/tmp7qkdjkdh, ret 5.354624032974243, answer /gpt-mission-planner/app/gpt_outputs/tmpoossgmvv, ret 4.666625499725342, answer /gpt-mission-planner/app/gpt_outputs/tmpzyplk8ug, ret 4.186173439025879, answer /gpt-mission-planner/app/gpt_outputs/tmp3jf0j_iz, ret 3.668663740158081, answer /gpt-mission-planner/app/gpt_outputs/tmpy0m69_gj, ret 3.0410149097442627, answer /gpt-mission-planner/app/gpt_outputs/tmpkcz5col1, ret 3.7346930503845215, answer /gpt-mission-planner/app/gpt_outputs/tmp_j15kh4y, ret 3.844838857650757, answer /gpt-mission-planner/app/gpt_outputs/tmpca54nbk1, succ False
input 0, model gemma3:4b, multimodal True, temp 1.0, question_time 7.772248268127441, answer /gpt-mission-planner/app/gpt_outputs/tmp4bd719ae, ret 8.329911470413208, answer /gpt-mission-planner/app/gpt_outputs/tmp6nvdx_em, ret 7.843807697296143, answer /gpt-mission-planner/app/gpt_outputs/tmp4guq0yxx, ret 10.622225522994995, answer /gpt-mission-planner/app/gpt_outputs/tmp9zp49xrc, ret 9.403374910354614, answer /gpt-mission-planner/app/gpt_outputs/tmpg3_umqho, ret 4.824623107910156, answer /gpt-mission-planner/app/gpt_outputs/tmppetq9cqx, ret 3.654118061065674, answer /gpt-mission-planner/app/gpt_outputs/tmpbufkj3wk, ret 3.672056198120117, answer /gpt-mission-planner/app/gpt_outputs/tmpfvsiuosy, ret 3.009445905685425, answer /gpt-mission-planner/app/gpt_outputs/tmpk_jhkj10, ret 2.3772776126861572, answer /gpt-mission-planner/app/gpt_outputs/tmp8x3n7p0m, ret 2.9107372760772705, answer /gpt-mission-planner/app/gpt_outputs/tmpmyoy472g, succ False
input 1, model gemma3:4b, multimodal True, temp 1.0, question_time 8.548135995864868, answer /gpt-mission-planner/app/gpt_outputs/tmptwtgipt_, ret 6.64563250541687, answer /gpt-mission-planner/app/gpt_outputs/tmpus3x3k_q, ret 2.37624192237854, answer /gpt-mission-planner/app/gpt_outputs/tmp8jessb1p, ret 2.9602527618408203, answer /gpt-mission-planner/app/gpt_outputs/tmp6okzrn2s, ret 1.5393388271331787, answer /gpt-mission-planner/app/gpt_outputs/tmp_zipbxz6, ret 1.3319227695465088, answer /gpt-mission-planner/app/gpt_outputs/tmpxq1044n5, ret 1.2539703845977783, answer /gpt-mission-planner/app/gpt_outputs/tmpdt1wn4t9, ret 1.2390470504760742, answer /gpt-mission-planner/app/gpt_outputs/tmpsr440qu2, ret 1.2280478477478027, answer /gpt-mission-planner/app/gpt_outputs/tmpn1cor3tw, ret 1.3675622940063477, answer /gpt-mission-planner/app/gpt_outputs/tmp7p6o47z7, ret 1.1391053199768066, answer /gpt-mission-planner/app/gpt_outputs/tmpaluug7w_, succ False
input 2, model gemma3:4b, multimodal True, temp 1.0, question_time 7.74452018737793, answer /gpt-mission-planner/app/gpt_outputs/tmpmwwpu7f7, ret 5.233261585235596, answer /gpt-mission-planner/app/gpt_outputs/tmp3hi73i98, ret 5.224852800369263, answer /gpt-mission-planner/app/gpt_outputs/tmpl9fn1p3p, ret 5.065348148345947, answer /gpt-mission-planner/app/gpt_outputs/tmpgw535uc9, ret 4.666621446609497, answer /gpt-mission-planner/app/gpt_outputs/tmp1sdfd218, ret 5.037226676940918, answer /gpt-mission-planner/app/gpt_outputs/tmp590ck6iw, ret 5.191669702529907, answer /gpt-mission-planner/app/gpt_outputs/tmpbyv17wqq, ret 5.145071029663086, answer /gpt-mission-planner/app/gpt_outputs/tmp3vwhs3x7, ret 5.305937767028809, answer /gpt-mission-planner/app/gpt_outputs/tmpxwjuhlk3, ret 5.375098705291748, answer /gpt-mission-planner/app/gpt_outputs/tmphltoqvbt, ret 5.255017995834351, answer /gpt-mission-planner/app/gpt_outputs/tmpoz3ehs6e, succ False
input 3, model gemma3:4b, multimodal True, temp 1.0, question_time 5.368721008300781, answer /gpt-mission-planner/app/gpt_outputs/tmpcyfjv9rv, ret 4.932605743408203, answer /gpt-mission-planner/app/gpt_outputs/tmpag3wrwmz, ret 4.927054166793823, answer /gpt-mission-planner/app/gpt_outputs/tmpok1xp1eb, ret 4.899717330932617, answer /gpt-mission-planner/app/gpt_outputs/tmp085gwx1o, ret 4.964966058731079, answer /gpt-mission-planner/app/gpt_outputs/tmpzt160aog, ret 4.662051677703857, answer /gpt-mission-planner/app/gpt_outputs/tmp2rlwhy1r, ret 4.639543056488037, answer /gpt-mission-planner/app/gpt_outputs/tmp_n3i4wuw, ret 4.53528356552124, answer /gpt-mission-planner/app/gpt_outputs/tmpjthli6op, ret 4.381541728973389, answer /gpt-mission-planner/app/gpt_outputs/tmpox_sb703, ret 4.387670993804932, answer /gpt-mission-planner/app/gpt_outputs/tmplkv_mb5e, ret 4.51831841468811, answer /gpt-mission-planner/app/gpt_outputs/tmprd5emjju, succ False
